Zaman,Musteri_ID,Duygu
01:04:09,3,NEUTRAL
01:04:09,3,NEUTRAL
01:04:09,3,NEUTRAL
01:04:10,3,NEUTRAL
01:04:10,3,NEUTRAL
01:04:10,2,SURPRISE
01:04:10,3,NEUTRAL
01:04:10,2,HAPPY
01:04:10,3,NEUTRAL
01:04:10,2,HAPPY
01:04:10,3,NEUTRAL
01:04:10,2,HAPPY
01:04:10,3,NEUTRAL
01:04:10,2,HAPPY
01:04:10,3,NEUTRAL
01:04:11,3,FEAR
01:04:11,2,HAPPY
01:04:11,3,NEUTRAL
01:04:11,3,FEAR
01:04:11,3,NEUTRAL
01:04:11,3,NEUTRAL
01:04:11,3,NEUTRAL
01:04:11,3,NEUTRAL
01:04:11,3,NEUTRAL
01:04:11,2,HAPPY
01:04:11,3,SAD
01:04:12,3,SAD
01:04:12,2,HAPPY
01:04:12,3,NEUTRAL
01:04:12,3,NEUTRAL
01:04:12,3,FEAR
01:04:12,3,FEAR
01:04:12,3,FEAR
01:04:12,3,FEAR
01:04:12,3,FEAR
01:04:12,2,HAPPY
01:04:12,3,NEUTRAL
01:04:12,3,SAD
01:04:12,3,FEAR
01:04:13,3,SAD
01:04:13,3,FEAR
01:04:13,3,FEAR
01:04:13,3,SAD
01:04:13,3,FEAR
01:04:13,2,HAPPY
01:04:13,3,NEUTRAL
01:04:13,3,FEAR
01:04:13,3,SAD
01:04:13,3,FEAR
01:04:13,3,FEAR
01:04:13,3,FEAR
01:04:14,3,FEAR
01:04:14,3,SAD
01:04:14,3,FEAR
01:04:14,3,FEAR
01:04:14,3,FEAR
01:04:14,3,NEUTRAL
01:04:14,3,SAD
01:04:14,3,NEUTRAL
01:04:14,3,NEUTRAL
01:04:14,3,FEAR
01:04:15,3,FEAR
01:04:15,3,FEAR
01:04:15,3,SAD
01:04:15,3,SAD
01:04:15,3,NEUTRAL
01:04:16,3,FEAR
01:04:16,3,FEAR
01:04:17,1,NEUTRAL
01:04:17,2,NEUTRAL
01:04:17,2,HAPPY
01:04:17,2,HAPPY
01:04:18,2,HAPPY
01:04:18,2,HAPPY
01:04:18,1,NEUTRAL
01:04:18,1,NEUTRAL
01:04:18,2,HAPPY
01:04:18,1,NEUTRAL
01:04:18,1,NEUTRAL
01:04:18,2,HAPPY
01:04:20,3,FEAR
01:04:20,3,FEAR
01:04:20,2,HAPPY
01:04:20,2,HAPPY
01:04:21,2,HAPPY
01:04:21,2,HAPPY
01:04:21,1,HAPPY
01:04:22,1,HAPPY
01:04:22,1,NEUTRAL
01:04:25,2,SAD
01:04:25,2,SAD
01:04:26,2,SAD
01:04:26,2,SAD
01:04:26,2,SAD
01:04:26,1,ANGRY
01:04:27,1,NEUTRAL
01:04:27,1,NEUTRAL
01:04:27,3,SAD
01:04:27,1,ANGRY
01:04:27,3,SAD
01:04:27,3,SAD
01:04:27,3,NEUTRAL
01:04:27,3,SAD
01:04:27,1,NEUTRAL
01:04:27,3,NEUTRAL
01:04:27,1,NEUTRAL
01:04:27,3,NEUTRAL
01:04:28,3,NEUTRAL
01:04:28,3,NEUTRAL
01:04:28,3,NEUTRAL
01:04:28,3,NEUTRAL
01:04:28,3,NEUTRAL
01:04:28,3,NEUTRAL
01:04:28,3,NEUTRAL
01:04:28,3,NEUTRAL
01:04:29,3,NEUTRAL
01:04:29,3,NEUTRAL
01:04:29,3,NEUTRAL
01:04:29,3,NEUTRAL
01:04:29,3,NEUTRAL
01:04:29,3,NEUTRAL
01:04:29,3,NEUTRAL
01:04:30,3,NEUTRAL
01:04:30,3,NEUTRAL
01:04:30,3,NEUTRAL
01:04:30,3,NEUTRAL
01:04:30,3,NEUTRAL
01:04:30,3,NEUTRAL
01:04:30,3,NEUTRAL
01:04:30,3,NEUTRAL
01:04:31,3,NEUTRAL
