Zaman,Musteri_ID,Duygu
01:00:51,1,NEUTRAL
01:00:51,1,NEUTRAL
01:00:51,1,NEUTRAL
01:00:51,1,NEUTRAL
01:00:51,1,NEUTRAL
01:00:51,1,NEUTRAL
01:00:51,1,NEUTRAL
01:00:51,1,NEUTRAL
01:00:51,1,SAD
01:00:51,1,SAD
01:00:51,1,SAD
01:00:51,1,SAD
01:00:51,1,NEUTRAL
01:00:52,1,NEUTRAL
01:00:52,1,NEUTRAL
01:00:52,1,NEUTRAL
01:00:52,1,SAD
01:00:52,1,SAD
01:00:52,1,NEUTRAL
01:00:53,1,SAD
01:00:53,1,SAD
01:00:53,1,NEUTRAL
01:00:53,1,SAD
01:00:53,1,SAD
01:00:53,1,SAD
01:00:53,1,SAD
01:00:53,1,SAD
01:00:53,1,SAD
01:00:53,1,NEUTRAL
01:00:53,1,NEUTRAL
01:00:53,1,NEUTRAL
01:00:53,1,NEUTRAL
01:00:53,1,NEUTRAL
01:00:54,1,FEAR
01:00:56,4,FEAR
01:00:56,4,FEAR
01:00:56,4,NEUTRAL
01:00:56,4,SAD
01:00:56,5,NEUTRAL
01:00:56,4,NEUTRAL
01:00:56,5,NEUTRAL
01:00:56,4,NEUTRAL
01:00:56,5,NEUTRAL
01:00:57,4,NEUTRAL
01:00:57,5,NEUTRAL
01:00:57,4,NEUTRAL
01:00:57,5,NEUTRAL
01:00:57,4,NEUTRAL
01:00:57,5,NEUTRAL
01:00:57,4,FEAR
01:00:57,5,NEUTRAL
01:00:57,4,NEUTRAL
01:00:57,5,NEUTRAL
01:00:57,4,NEUTRAL
01:00:57,5,NEUTRAL
01:00:57,4,SAD
01:00:57,5,NEUTRAL
01:00:57,4,FEAR
01:00:57,5,FEAR
01:00:57,4,NEUTRAL
01:00:57,5,FEAR
01:00:57,4,NEUTRAL
01:00:57,5,SAD
01:00:57,4,NEUTRAL
01:00:57,5,FEAR
01:00:58,4,NEUTRAL
01:00:58,5,FEAR
01:00:58,4,NEUTRAL
01:00:58,5,FEAR
01:00:58,4,NEUTRAL
01:00:58,5,NEUTRAL
01:00:58,4,NEUTRAL
01:00:58,5,NEUTRAL
01:00:58,4,NEUTRAL
01:00:58,5,NEUTRAL
01:00:58,4,NEUTRAL
01:00:58,5,NEUTRAL
01:00:58,4,NEUTRAL
01:00:58,5,NEUTRAL
01:00:58,4,NEUTRAL
01:00:58,5,FEAR
01:00:58,4,NEUTRAL
01:00:58,5,FEAR
01:00:58,4,FEAR
01:00:58,5,FEAR
01:00:59,4,FEAR
01:00:59,5,NEUTRAL
01:00:59,5,FEAR
01:00:59,5,FEAR
01:00:59,5,NEUTRAL
01:01:02,7,FEAR
01:01:02,7,FEAR
01:01:02,7,SAD
01:01:02,7,SAD
01:01:02,9,NEUTRAL
01:01:02,7,SAD
01:01:02,9,NEUTRAL
01:01:02,7,SAD
01:01:02,9,NEUTRAL
01:01:02,7,FEAR
01:01:02,9,NEUTRAL
01:01:02,10,NEUTRAL
01:01:02,7,FEAR
01:01:02,9,NEUTRAL
01:01:03,7,SAD
01:01:03,9,NEUTRAL
01:01:03,10,SAD
01:01:03,7,FEAR
01:01:03,9,NEUTRAL
01:01:03,10,SAD
01:01:03,7,SAD
01:01:03,9,NEUTRAL
01:01:03,10,SAD
01:01:03,7,SAD
01:01:03,9,NEUTRAL
01:01:03,10,SAD
01:01:03,7,SAD
01:01:03,9,NEUTRAL
01:01:03,10,NEUTRAL
01:01:03,7,SAD
01:01:03,9,NEUTRAL
01:01:03,10,SAD
01:01:03,7,SAD
01:01:03,9,NEUTRAL
01:01:03,10,SAD
01:01:03,7,SAD
01:01:03,9,NEUTRAL
01:01:03,10,SAD
01:01:03,7,SAD
01:01:03,9,NEUTRAL
01:01:03,10,SAD
01:01:04,7,SAD
01:01:04,9,NEUTRAL
01:01:04,10,SAD
01:01:04,7,SAD
01:01:04,9,NEUTRAL
01:01:04,10,SAD
01:01:04,7,SAD
01:01:04,9,NEUTRAL
01:01:04,10,SAD
01:01:04,7,SAD
01:01:04,9,SAD
01:01:04,10,SAD
01:01:04,7,SAD
01:01:04,9,NEUTRAL
01:01:04,10,FEAR
01:01:04,7,SAD
01:01:04,9,NEUTRAL
01:01:04,10,FEAR
01:01:04,7,SAD
01:01:04,9,FEAR
01:01:04,7,SAD
01:01:04,9,NEUTRAL
01:01:05,7,SAD
01:01:05,9,NEUTRAL
01:01:05,7,SAD
01:01:05,9,FEAR
01:01:05,7,SAD
01:01:05,9,HAPPY
01:01:05,9,HAPPY
01:01:09,14,FEAR
01:01:10,14,SAD
01:01:10,14,SAD
01:01:10,14,SAD
01:01:10,14,SAD
01:01:10,14,SAD
01:01:10,14,SAD
01:01:10,14,NEUTRAL
01:01:10,14,SAD
01:01:10,14,SAD
01:01:10,14,SAD
01:01:10,14,SAD
01:01:10,14,SAD
01:01:11,14,SAD
01:01:11,14,SAD
01:01:11,14,SAD
01:01:11,14,SAD
01:01:11,14,SAD
01:01:11,14,SAD
01:01:11,14,SAD
01:01:11,14,SAD
01:01:11,14,SAD
01:01:11,14,SAD
01:01:12,14,SAD
01:01:12,14,FEAR
01:01:12,14,SAD
01:01:12,14,SAD
01:01:12,14,SAD
